Xi,Yi,Zi,Xj,Yj,Zj,Item,Lij,Uij,Cij
9,0,b,4,1,a,MEETING ROOM CHAIRS,0,100000000,8.313731581
32,1,b,t,2,a,16RISERS 6 X 8,0,1000000000,0
4,1,b,t,2,a,30 STAND-UP ROUNDS,0,1000000000,0
34,0,b,13,1,a,6 X 30 TABLES,0,100000000,0.433666091
26,0,b,35,1,a,6 X 30 TABLES,0,100000000,1.011920849
27,0,b,27,1,a,PODIUMS,0,100000000,1.008349579
11,0,b,8,1,a,24RISERS 6 X 8,0,100000000,8.116502841
33,0,b,12,1,a,24RISERS 6 X 8,0,100000000,8.571048729
13,1,b,t,2,a,30 STAND-UP ROUNDS,0,1000000000,0
18,0,b,14,1,a,PODIUMS,0,100000000,8.830761459
31,0,b,30,1,a,MEETING ROOM CHAIRS,0,100000000,0.870497239
21,0,b,6,1,a,6 X 30 TABLES,0,100000000,5.388514892
33,0,b,25,1,a,16RISERS 6 X 8,0,100000000,9.810262224
32,0,b,34,1,a,6 X 18 TABLES,0,100000000,7.896023491
9,0,b,15,1,a,24RISERS 6 X 8,0,100000000,5.607819675
15,0,b,5,1,a,6 X 30 TABLES,0,100000000,5.6795306
20,0,b,17,1,a,8 X 18 TABLES,0,100000000,6.522408959
23,0,b,26,1,a,8 X 30 TABLES,0,100000000,7.196645161
11,0,b,8,1,a,6 X 18 TABLES,0,100000000,8.116502841
10,0,b,25,1,a,66 ROUND TABLES,0,100000000,7.297611276
10,0,b,19,1,a,6 X 30 TABLES,0,100000000,4.660824012
27,0,b,6,1,a,8 X 18 TABLES,0,100000000,8.867244591
25,0,b,5,1,a,6 X 30 TABLES,0,100000000,5.688634675
9,0,b,12,1,a,MEETING ROOM CHAIRS,0,100000000,2.625129912
23,0,b,35,1,a,66 ROUND TABLES,0,100000000,7.445739399
19,0,b,7,1,a,8 X 30 TABLES,0,100000000,6.546947143
6,0,b,31,1,a,66 ROUND TABLES,0,100000000,6.569609915
35,0,b,6,1,a,8 X 18 TABLES,0,100000000,3.383948039
17,0,b,11,1,a,24RISERS 6 X 8,0,100000000,0.453736931
23,0,b,30,1,a,24RISERS 6 X 8,0,100000000,4.683451045
29,0,b,34,1,a,30 STAND-UP ROUNDS,0,100000000,4.613637698
27,0,b,9,1,a,16RISERS 6 X 8,0,100000000,9.527935197
28,0,b,19,1,a,30 COCKTAIL ROUNDS,0,100000000,5.925530722
24,0,b,34,1,a,24RISERS 6 X 8,0,100000000,1.974430193
33,0,b,11,1,a,8 X 18 TABLES,0,100000000,9.830025386
24,0,b,10,1,a,MEETING ROOM CHAIRS,0,100000000,3.64173222
36,0,b,35,1,a,8 X 18 TABLES,0,100000000,5.58354986
17,0,b,17,1,a,30 STAND-UP ROUNDS,0,100000000,6.521040435
26,0,b,19,1,a,8 X 30 TABLES,0,100000000,9.725893912
25,0,b,27,1,a,6 X 30 TABLES,0,100000000,4.329591036
31,0,b,13,1,a,30 COCKTAIL ROUNDS,0,100000000,8.126098916
9,0,b,23,1,a,30 COCKTAIL ROUNDS,0,100000000,1.44089214
7,0,b,14,1,a,66 ROUND TABLES,0,100000000,1.39539158
2,0,b,21,1,a,6 X 30 TABLES,0,100000000,5.232227269
1,0,b,13,1,a,SETS OF STAGE STEPS,0,100000000,1.03538376
11,0,b,31,1,a,SETS OF STAGE STEPS,0,100000000,8.399559532
22,0,b,29,1,a,30 COCKTAIL ROUNDS,0,100000000,4.677832133
19,0,b,9,1,a,8 X 18 TABLES,0,100000000,7.457989615
24,0,b,16,1,a,30 COCKTAIL ROUNDS,0,100000000,4.407603569
28,0,b,16,1,a,16RISERS 6 X 8,0,100000000,2.768475651
23,0,b,11,1,a,30 COCKTAIL ROUNDS,0,100000000,9.111183794
34,0,b,7,1,a,PODIUMS,0,100000000,8.261335761
16,0,b,22,1,a,24RISERS 6 X 8,0,100000000,7.170229813
20,0,b,18,1,a,6 X 30 TABLES,0,100000000,9.134532123
36,0,b,32,1,a,MEETING ROOM CHAIRS,0,100000000,2.2823774
15,0,b,11,1,a,6 X 30 TABLES,0,100000000,0.450404193
34,0,b,15,1,a,6 X 30 TABLES,0,100000000,3.572925428
24,0,b,35,1,a,24RISERS 6 X 8,0,100000000,9.888248338
16,0,b,18,1,a,30 COCKTAIL ROUNDS,0,100000000,9.256176191
23,0,b,33,1,a,66 ROUND TABLES,0,100000000,7.394120789
13,0,b,7,1,a,30 COCKTAIL ROUNDS,0,100000000,1.647120301
5,0,b,30,1,a,24RISERS 6 X 8,0,100000000,5.167583092
35,0,b,34,1,a,30 STAND-UP ROUNDS,0,100000000,6.326149461
8,0,b,23,1,a,PODIUMS,0,100000000,8.402112099
27,0,b,12,1,a,8 X 18 TABLES,0,100000000,7.119147264
9,0,b,35,1,a,MEETING ROOM CHAIRS,0,100000000,8.807964802
25,0,b,25,1,a,16RISERS 6 X 8,0,100000000,2.718020372
29,0,b,32,1,a,66 ROUND TABLES,0,100000000,2.043186653
21,0,b,20,1,a,MEETING ROOM CHAIRS,0,100000000,5.896918516
28,0,b,30,1,a,8 X 18 TABLES,0,100000000,2.842214484
29,0,b,10,1,a,MEETING ROOM CHAIRS,0,100000000,1.962017675
28,0,b,19,1,a,PODIUMS,0,100000000,5.925530722
30,0,b,24,1,a,6 X 30 TABLES,0,100000000,9.848278208
26,0,b,8,1,a,30 STAND-UP ROUNDS,0,100000000,8.156691315
14,0,b,6,1,a,30 COCKTAIL ROUNDS,0,100000000,4.283976218
35,0,b,14,1,a,PODIUMS,0,100000000,9.338257645
35,0,b,7,1,a,8 X 18 TABLES,0,100000000,0.418860711
15,0,b,34,1,a,MEETING ROOM CHAIRS,0,100000000,0.700732173
3,0,b,1,1,a,30 STAND-UP ROUNDS,0,100000000,2.527852527
3,0,b,7,1,a,16RISERS 6 X 8,0,100000000,2.736868928
19,1,b,t,2,a,8 X 18 TABLES,0,1000000000,0
14,0,b,1,1,a,MEETING ROOM CHAIRS,0,100000000,4.245264642
9,0,b,6,1,a,SETS OF STAGE STEPS,0,100000000,3.573306343
28,0,b,2,1,a,8 X 30 TABLES,0,100000000,6.10444181
29,0,b,17,1,a,66 ROUND TABLES,0,100000000,5.762758499
9,0,b,18,1,a,6 X 18 TABLES,0,100000000,6.988853882
33,0,b,16,1,a,6 X 30 TABLES,0,100000000,0.285429264
3,0,b,18,1,a,30 COCKTAIL ROUNDS,0,100000000,6.036766112
2,0,b,19,1,a,MEETING ROOM CHAIRS,0,100000000,4.679461875
7,0,b,19,1,a,30 COCKTAIL ROUNDS,0,100000000,5.5015175
16,0,b,13,1,a,66 ROUND TABLES,0,100000000,7.980126242
31,0,b,14,1,a,6 X 30 TABLES,0,100000000,2.703910257
29,0,b,35,1,a,6 X 30 TABLES,0,100000000,4.909829036
31,0,b,32,1,a,16RISERS 6 X 8,0,100000000,4.488942903
36,0,b,3,1,a,24RISERS 6 X 8,0,100000000,5.920798974
36,0,b,9,1,a,PODIUMS,0,100000000,7.143555404
2,0,b,6,1,a,SETS OF STAGE STEPS,0,100000000,3.041613056
10,0,b,28,1,a,30 COCKTAIL ROUNDS,0,100000000,4.281218462
11,0,b,3,1,a,6 X 18 TABLES,0,100000000,5.285394745
16,0,b,2,1,a,PODIUMS,0,100000000,3.89998691
14,0,b,12,1,a,66 ROUND TABLES,0,100000000,4.471998919
32,0,b,2,1,a,SETS OF STAGE STEPS,0,100000000,7.631120803
4,0,b,33,1,a,6 X 30 TABLES,0,100000000,3.918685288
25,0,b,32,1,a,SETS OF STAGE STEPS,0,100000000,0.01732821
21,0,b,3,1,a,8 X 18 TABLES,0,100000000,6.564323359
32,0,b,21,1,a,30 COCKTAIL ROUNDS,0,100000000,5.552932201
34,0,b,30,1,a,SETS OF STAGE STEPS,0,100000000,9.228095198
10,0,b,17,1,a,16RISERS 6 X 8,0,100000000,6.335829194
10,0,b,17,1,a,30 STAND-UP ROUNDS,0,100000000,6.335829194
35,0,b,3,1,a,6 X 18 TABLES,0,100000000,3.83177662
34,0,b,8,1,a,8 X 30 TABLES,0,100000000,3.060568519
32,0,b,18,1,a,6 X 18 TABLES,0,100000000,4.927064908
31,0,b,8,1,a,SETS OF STAGE STEPS,0,100000000,3.609386606
21,0,b,24,1,a,16RISERS 6 X 8,0,100000000,1.607938508
25,0,b,5,1,a,30 STAND-UP ROUNDS,0,100000000,5.688634675
6,0,b,18,1,a,24RISERS 6 X 8,0,100000000,9.245212489
17,0,b,1,1,a,MEETING ROOM CHAIRS,0,100000000,8.523220299
33,0,b,23,1,a,8 X 30 TABLES,0,100000000,3.115448476
32,0,b,11,1,a,16RISERS 6 X 8,0,100000000,0.31491818
32,0,b,29,1,a,30 STAND-UP ROUNDS,0,100000000,0.220111848
9,0,b,22,1,a,6 X 30 TABLES,0,100000000,3.203207938
35,0,b,34,1,a,66 ROUND TABLES,0,100000000,6.326149461
1,0,b,3,1,a,16RISERS 6 X 8,0,100000000,3.621339178
10,0,b,3,1,a,SETS OF STAGE STEPS,0,100000000,8.101040354
22,0,b,6,1,a,6 X 30 TABLES,0,100000000,6.979803922
36,0,b,18,1,a,30 STAND-UP ROUNDS,0,100000000,5.876661336
8,0,b,26,1,a,8 X 18 TABLES,0,100000000,2.697087696
26,0,b,30,1,a,8 X 30 TABLES,0,100000000,7.902072138
9,0,b,32,1,a,66 ROUND TABLES,0,100000000,8.973425716
16,0,b,6,1,a,6 X 30 TABLES,0,100000000,2.203255468
30,0,b,14,1,a,MEETING ROOM CHAIRS,0,100000000,2.948597598
5,0,b,11,1,a,30 COCKTAIL ROUNDS,0,100000000,3.817739972
2,0,b,23,1,a,66 ROUND TABLES,0,100000000,7.420376705
8,0,b,10,1,a,6 X 18 TABLES,0,100000000,7.120836782
2,0,b,16,1,a,PODIUMS,0,100000000,9.921946235
34,0,b,21,1,a,MEETING ROOM CHAIRS,0,100000000,9.330186845
35,0,b,33,1,a,30 COCKTAIL ROUNDS,0,100000000,9.807299547
34,0,b,16,1,a,8 X 18 TABLES,0,100000000,2.263848045
24,0,b,26,1,a,PODIUMS,0,100000000,5.956802258
25,0,b,29,1,a,24RISERS 6 X 8,0,100000000,0.801988059
27,0,b,30,1,a,PODIUMS,0,100000000,7.81824133
5,0,b,11,1,a,30 STAND-UP ROUNDS,0,100000000,3.817739972
24,0,b,35,1,a,8 X 18 TABLES,0,100000000,9.888248338
10,0,b,23,1,a,PODIUMS,0,100000000,5.59481532
35,0,b,25,1,a,MEETING ROOM CHAIRS,0,100000000,7.372448531
27,0,b,36,1,a,24RISERS 6 X 8,0,100000000,2.711914805
14,0,b,22,1,a,6 X 18 TABLES,0,100000000,7.753431723
19,0,b,35,1,a,PODIUMS,0,100000000,8.546388837
36,0,b,19,1,a,8 X 18 TABLES,0,100000000,4.023493456
4,0,b,31,1,a,16RISERS 6 X 8,0,100000000,0.452032551
6,0,b,8,1,a,16RISERS 6 X 8,0,100000000,9.571357986
7,0,b,2,1,a,MEETING ROOM CHAIRS,0,100000000,8.835258749
27,1,b,t,2,a,24RISERS 6 X 8,0,1000000000,0
2,0,b,29,1,a,30 COCKTAIL ROUNDS,0,100000000,1.958559192
16,0,b,7,1,a,8 X 18 TABLES,0,100000000,8.343678565
3,0,b,31,1,a,6 X 18 TABLES,0,100000000,5.016256273
21,0,b,32,1,a,30 STAND-UP ROUNDS,0,100000000,9.739762141
12,0,b,12,1,a,6 X 30 TABLES,0,100000000,1.699023744
9,0,b,31,1,a,66 ROUND TABLES,0,100000000,8.404611776
34,0,b,21,1,a,6 X 18 TABLES,0,100000000,9.330186845
13,0,b,9,1,a,24RISERS 6 X 8,0,100000000,8.073541658
24,0,b,11,1,a,66 ROUND TABLES,0,100000000,2.941275732
33,0,b,23,1,a,PODIUMS,0,100000000,3.115448476
25,0,b,6,1,a,66 ROUND TABLES,0,100000000,1.57986801
13,0,b,21,1,a,PODIUMS,0,100000000,9.379488322
29,0,b,10,1,a,PODIUMS,0,100000000,1.962017675
11,0,b,3,1,a,8 X 18 TABLES,0,100000000,5.285394745
30,0,b,7,1,a,8 X 18 TABLES,0,100000000,0.152322849
21,0,b,5,1,a,MEETING ROOM CHAIRS,0,100000000,6.630327405
7,1,b,t,2,a,6 X 30 TABLES,0,1000000000,0
19,0,b,16,1,a,8 X 30 TABLES,0,100000000,2.175459704
6,0,b,31,1,a,30 COCKTAIL ROUNDS,0,100000000,6.569609915
23,0,b,4,1,a,SETS OF STAGE STEPS,0,100000000,3.944892423
33,0,b,18,1,a,30 STAND-UP ROUNDS,0,100000000,3.01036745
1,0,b,21,1,a,6 X 18 TABLES,0,100000000,5.633638857
10,0,b,2,1,a,30 STAND-UP ROUNDS,0,100000000,3.871020981
5,0,b,22,1,a,6 X 18 TABLES,0,100000000,2.006200203
15,0,b,12,1,a,66 ROUND TABLES,0,100000000,6.252202535
33,0,b,5,1,a,SETS OF STAGE STEPS,0,100000000,2.288647396
22,0,b,5,1,a,24RISERS 6 X 8,0,100000000,1.703264158
19,0,b,30,1,a,30 STAND-UP ROUNDS,0,100000000,2.800040556
16,0,b,7,1,a,6 X 30 TABLES,0,100000000,8.343678565
25,0,b,11,1,a,PODIUMS,0,100000000,9.621642442
33,0,b,19,1,a,16RISERS 6 X 8,0,100000000,2.656496983
15,0,b,30,1,a,30 STAND-UP ROUNDS,0,100000000,4.575238944
8,0,b,34,1,a,6 X 30 TABLES,0,100000000,1.30998225
9,0,b,12,1,a,PODIUMS,0,100000000,2.625129912
30,0,b,3,1,a,PODIUMS,0,100000000,7.283753658
5,0,b,18,1,a,8 X 30 TABLES,0,100000000,6.553787452
10,0,b,5,1,a,PODIUMS,0,100000000,1.537310903
30,0,b,35,1,a,30 COCKTAIL ROUNDS,0,100000000,6.437956829
31,1,b,t,2,a,PODIUMS,0,1000000000,0
29,0,b,24,1,a,30 COCKTAIL ROUNDS,0,100000000,6.825371877
32,0,b,14,1,a,30 COCKTAIL ROUNDS,0,100000000,8.904995138
26,0,b,9,1,a,SETS OF STAGE STEPS,0,100000000,9.68114503
32,0,b,35,1,a,6 X 18 TABLES,0,100000000,3.138909495
29,0,b,8,1,a,6 X 30 TABLES,0,100000000,7.225027951
24,0,b,18,1,a,6 X 30 TABLES,0,100000000,4.514763805
33,0,b,7,1,a,8 X 18 TABLES,0,100000000,8.036495322
11,0,b,15,1,a,6 X 18 TABLES,0,100000000,9.114560872
20,0,b,2,1,a,66 ROUND TABLES,0,100000000,7.836434595
34,0,b,36,1,a,24RISERS 6 X 8,0,100000000,6.182091825
33,0,b,21,1,a,24RISERS 6 X 8,0,100000000,0.190470593
3,0,b,21,1,a,PODIUMS,0,100000000,1.927614518
19,0,b,8,1,a,SETS OF STAGE STEPS,0,100000000,8.011490158
34,0,b,10,1,a,6 X 18 TABLES,0,100000000,8.632618892
32,0,b,17,1,a,6 X 18 TABLES,0,100000000,6.587706805
25,0,b,1,1,a,6 X 30 TABLES,0,100000000,6.488158174
15,0,b,14,1,a,PODIUMS,0,100000000,0.922120392
11,0,b,16,1,a,MEETING ROOM CHAIRS,0,100000000,5.902122239
31,0,b,16,1,a,MEETING ROOM CHAIRS,0,100000000,5.283206706
4,0,b,28,1,a,6 X 30 TABLES,0,100000000,3.025640918
17,0,b,25,1,a,MEETING ROOM CHAIRS,0,100000000,6.454227029
18,0,b,21,1,a,24RISERS 6 X 8,0,100000000,6.238697103
12,0,b,5,1,a,MEETING ROOM CHAIRS,0,100000000,0.476940356
25,0,b,6,1,a,6 X 18 TABLES,0,100000000,1.57986801
33,0,b,13,1,a,6 X 18 TABLES,0,100000000,6.165678354
8,1,b,t,2,a,30 STAND-UP ROUNDS,0,1000000000,0
8,0,b,30,1,a,MEETING ROOM CHAIRS,0,100000000,8.583608129
19,1,b,t,2,a,24RISERS 6 X 8,0,1000000000,0
2,0,b,22,1,a,MEETING ROOM CHAIRS,0,100000000,0.041036725
36,0,b,6,1,a,24RISERS 6 X 8,0,100000000,0.188140325
21,0,b,33,1,a,8 X 18 TABLES,0,100000000,3.288424031
6,0,b,36,1,a,MEETING ROOM CHAIRS,0,100000000,2.30242856
29,0,b,9,1,a,PODIUMS,0,100000000,3.280461228
17,1,b,t,2,a,6 X 18 TABLES,0,1000000000,0
23,0,b,34,1,a,30 COCKTAIL ROUNDS,0,100000000,4.316620878
1,0,b,1,1,a,8 X 30 TABLES,0,100000000,0.632676515
14,0,b,6,1,a,66 ROUND TABLES,0,100000000,4.283976218
10,1,b,t,2,a,30 COCKTAIL ROUNDS,0,1000000000,0
8,0,b,4,1,a,24RISERS 6 X 8,0,100000000,2.433135673
3,0,b,29,1,a,MEETING ROOM CHAIRS,0,100000000,2.967059867
20,0,b,5,1,a,PODIUMS,0,100000000,2.486935181
29,0,b,32,1,a,8 X 30 TABLES,0,100000000,2.043186653
12,0,b,25,1,a,16RISERS 6 X 8,0,100000000,8.926365671
22,0,b,15,1,a,6 X 18 TABLES,0,100000000,1.356357034
12,0,b,25,1,a,6 X 18 TABLES,0,100000000,8.926365671
16,0,b,30,1,a,8 X 30 TABLES,0,100000000,1.069748073
10,0,b,21,1,a,6 X 18 TABLES,0,100000000,5.923717537
21,0,b,31,1,a,6 X 18 TABLES,0,100000000,8.479330098
9,0,b,17,1,a,16RISERS 6 X 8,0,100000000,2.810673137
2,0,b,15,1,a,24RISERS 6 X 8,0,100000000,1.456917993
33,0,b,30,1,a,6 X 30 TABLES,0,100000000,1.347816489
22,0,b,35,1,a,PODIUMS,0,100000000,9.453776074
22,1,b,t,2,a,MEETING ROOM CHAIRS,0,1000000000,0
28,0,b,36,1,a,MEETING ROOM CHAIRS,0,100000000,6.820649169
30,0,b,36,1,a,PODIUMS,0,100000000,6.649298583
26,0,b,31,1,a,8 X 30 TABLES,0,100000000,6.633844587
2,0,b,29,1,a,16RISERS 6 X 8,0,100000000,1.958559192
23,0,b,30,1,a,8 X 18 TABLES,0,100000000,4.683451045
9,0,b,1,1,a,6 X 30 TABLES,0,100000000,2.461787768
22,0,b,32,1,a,6 X 30 TABLES,0,100000000,7.619484831
2,0,b,17,1,a,SETS OF STAGE STEPS,0,100000000,9.255613712
18,0,b,26,1,a,8 X 18 TABLES,0,100000000,8.483972961
13,0,b,20,1,a,30 COCKTAIL ROUNDS,0,100000000,9.598897062
22,0,b,20,1,a,6 X 18 TABLES,0,100000000,4.797040452
32,0,b,3,1,a,6 X 30 TABLES,0,100000000,0.218276226
21,1,b,t,2,a,30 COCKTAIL ROUNDS,0,1000000000,0
8,0,b,29,1,a,16RISERS 6 X 8,0,100000000,1.683476403
29,0,b,4,1,a,24RISERS 6 X 8,0,100000000,3.323047327
25,0,b,32,1,a,6 X 18 TABLES,0,100000000,0.01732821
20,0,b,32,1,a,6 X 18 TABLES,0,100000000,6.940897703
16,0,b,18,1,a,6 X 18 TABLES,0,100000000,9.256176191
27,1,b,t,2,a,6 X 30 TABLES,0,1000000000,0
13,0,b,7,1,a,8 X 18 TABLES,0,100000000,1.647120301
36,0,b,35,1,a,6 X 18 TABLES,0,100000000,5.58354986
26,0,b,3,1,a,8 X 30 TABLES,0,100000000,3.69099277
16,0,b,22,1,a,6 X 18 TABLES,0,100000000,7.170229813
31,0,b,20,1,a,24RISERS 6 X 8,0,100000000,1.430302633
25,0,b,2,1,a,6 X 30 TABLES,0,100000000,4.826267986
34,0,b,33,1,a,6 X 18 TABLES,0,100000000,3.261775129
27,0,b,17,1,a,30 COCKTAIL ROUNDS,0,100000000,6.919085745
2,0,b,7,1,a,PODIUMS,0,100000000,4.137004894
10,0,b,11,1,a,8 X 18 TABLES,0,100000000,8.115783134
29,0,b,3,1,a,16RISERS 6 X 8,0,100000000,7.128102215
2,0,b,9,1,a,6 X 30 TABLES,0,100000000,4.747395919
4,0,b,10,1,a,6 X 18 TABLES,0,100000000,3.530750675
33,0,b,4,1,a,8 X 18 TABLES,0,100000000,8.606856826
14,0,b,6,1,a,8 X 18 TABLES,0,100000000,4.283976218
7,0,b,1,1,a,16RISERS 6 X 8,0,100000000,4.753286181
32,0,b,26,1,a,30 STAND-UP ROUNDS,0,100000000,1.943127787
8,0,b,21,1,a,6 X 30 TABLES,0,100000000,5.125650822
10,0,b,3,1,a,6 X 18 TABLES,0,100000000,8.101040354
17,0,b,5,1,a,MEETING ROOM CHAIRS,0,100000000,9.129659218
23,0,b,18,1,a,8 X 30 TABLES,0,100000000,1.845298199
12,0,b,22,1,a,16RISERS 6 X 8,0,100000000,7.249627702
20,1,b,t,2,a,8 X 30 TABLES,0,1000000000,0
14,0,b,20,1,a,SETS OF STAGE STEPS,0,100000000,4.751813971
25,0,b,23,1,a,30 STAND-UP ROUNDS,0,100000000,4.117208286
33,0,b,3,1,a,66 ROUND TABLES,0,100000000,2.567353703
6,0,b,10,1,a,8 X 30 TABLES,0,100000000,0.98121647
15,0,b,33,1,a,MEETING ROOM CHAIRS,0,100000000,9.844618864
2,0,b,26,1,a,PODIUMS,0,100000000,4.203051116
15,0,b,14,1,a,30 COCKTAIL ROUNDS,0,100000000,0.922120392
24,0,b,12,1,a,8 X 18 TABLES,0,100000000,1.36637264
1,0,b,12,1,a,30 STAND-UP ROUNDS,0,100000000,3.619996737
3,0,b,6,1,a,24RISERS 6 X 8,0,100000000,4.624150982
12,0,b,14,1,a,16RISERS 6 X 8,0,100000000,8.126037449
6,0,b,30,1,a,66 ROUND TABLES,0,100000000,3.570061703
18,0,b,5,1,a,16RISERS 6 X 8,0,100000000,6.120454327
26,0,b,31,1,a,24RISERS 6 X 8,0,100000000,6.633844587
8,0,b,31,1,a,30 STAND-UP ROUNDS,0,100000000,3.128107646
28,0,b,31,1,a,8 X 30 TABLES,0,100000000,8.054272079
36,0,b,23,1,a,8 X 18 TABLES,0,100000000,9.020043129
34,0,b,1,1,a,PODIUMS,0,100000000,5.567612943
21,0,b,35,1,a,8 X 30 TABLES,0,100000000,7.160469305
18,0,b,14,1,a,6 X 18 TABLES,0,100000000,8.830761459
1,0,b,6,1,a,6 X 30 TABLES,0,100000000,6.859864486
4,0,b,18,1,a,SETS OF STAGE STEPS,0,100000000,6.561068688
8,0,b,17,1,a,SETS OF STAGE STEPS,0,100000000,6.673413835
13,0,b,25,1,a,8 X 30 TABLES,0,100000000,8.207130862
1,0,b,20,1,a,66 ROUND TABLES,0,100000000,7.815438266
31,1,b,t,2,a,16RISERS 6 X 8,0,1000000000,0
12,0,b,23,1,a,16RISERS 6 X 8,0,100000000,1.380864556
6,0,b,8,1,a,30 COCKTAIL ROUNDS,0,100000000,9.571357986
34,1,b,t,2,a,MEETING ROOM CHAIRS,0,1000000000,0
6,0,b,10,1,a,8 X 18 TABLES,0,100000000,0.98121647
18,0,b,4,1,a,16RISERS 6 X 8,0,100000000,8.387911242
7,0,b,22,1,a,SETS OF STAGE STEPS,0,100000000,1.046269643
32,0,b,21,1,a,24RISERS 6 X 8,0,100000000,5.552932201
27,0,b,32,1,a,66 ROUND TABLES,0,100000000,6.416360401
12,0,b,33,1,a,24RISERS 6 X 8,0,100000000,5.783814899
36,0,b,18,1,a,16RISERS 6 X 8,0,100000000,5.876661336
29,0,b,10,1,a,66 ROUND TABLES,0,100000000,1.962017675
10,0,b,1,1,a,SETS OF STAGE STEPS,0,100000000,3.378138545
25,0,b,6,1,a,PODIUMS,0,100000000,1.57986801
4,0,b,36,1,a,30 STAND-UP ROUNDS,0,100000000,9.457708686
1,1,b,t,2,a,8 X 30 TABLES,0,1000000000,0
16,0,b,11,1,a,16RISERS 6 X 8,0,100000000,1.638348105
34,0,b,22,1,a,30 COCKTAIL ROUNDS,0,100000000,5.489058125
30,0,b,15,1,a,SETS OF STAGE STEPS,0,100000000,0.794652727
30,0,b,8,1,a,SETS OF STAGE STEPS,0,100000000,3.086664093
20,0,b,1,1,a,6 X 30 TABLES,0,100000000,0.410301964
23,0,b,18,1,a,SETS OF STAGE STEPS,0,100000000,1.845298199
30,0,b,5,1,a,16RISERS 6 X 8,0,100000000,8.317106407
23,0,b,7,1,a,PODIUMS,0,100000000,3.541185772
15,0,b,1,1,a,PODIUMS,0,100000000,3.157890583
22,0,b,9,1,a,6 X 18 TABLES,0,100000000,3.910642358
34,0,b,14,1,a,SETS OF STAGE STEPS,0,100000000,7.42561328
7,0,b,32,1,a,24RISERS 6 X 8,0,100000000,2.891197982
5,0,b,36,1,a,6 X 18 TABLES,0,100000000,8.243907781
9,0,b,33,1,a,66 ROUND TABLES,0,100000000,2.509919281
1,0,b,10,1,a,8 X 30 TABLES,0,100000000,6.11212125
19,0,b,36,1,a,16RISERS 6 X 8,0,100000000,5.372469548
17,0,b,27,1,a,30 COCKTAIL ROUNDS,0,100000000,4.145542583
1,0,b,3,1,a,30 STAND-UP ROUNDS,0,100000000,3.621339178
33,0,b,17,1,a,30 STAND-UP ROUNDS,0,100000000,4.861844203
5,0,b,16,1,a,30 STAND-UP ROUNDS,0,100000000,2.71984099
28,0,b,13,1,a,8 X 18 TABLES,0,100000000,0.669374848
1,0,b,31,1,a,66 ROUND TABLES,0,100000000,3.177271178
3,0,b,3,1,a,16RISERS 6 X 8,0,100000000,2.097693607
12,0,b,20,1,a,66 ROUND TABLES,0,100000000,6.655692636
30,0,b,8,1,a,16RISERS 6 X 8,0,100000000,3.086664093
22,0,b,26,1,a,8 X 18 TABLES,0,100000000,0.676299891
23,0,b,21,1,a,SETS OF STAGE STEPS,0,100000000,3.25721457
36,0,b,8,1,a,16RISERS 6 X 8,0,100000000,3.584946837
28,0,b,10,1,a,MEETING ROOM CHAIRS,0,100000000,1.22077703
15,0,b,14,1,a,6 X 18 TABLES,0,100000000,0.922120392
5,0,b,29,1,a,30 COCKTAIL ROUNDS,0,100000000,3.025119975
15,0,b,18,1,a,6 X 18 TABLES,0,100000000,8.436770186
22,0,b,3,1,a,SETS OF STAGE STEPS,0,100000000,7.623861947
11,0,b,26,1,a,SETS OF STAGE STEPS,0,100000000,0.304587806
31,0,b,9,1,a,PODIUMS,0,100000000,4.605082866
4,0,b,31,1,a,PODIUMS,0,100000000,0.452032551
19,0,b,36,1,a,6 X 18 TABLES,0,100000000,5.372469548
15,0,b,12,1,a,16RISERS 6 X 8,0,100000000,6.252202535
3,1,b,t,2,a,16RISERS 6 X 8,0,1000000000,0
4,0,b,19,1,a,16RISERS 6 X 8,0,100000000,1.181862054
27,0,b,24,1,a,8 X 30 TABLES,0,100000000,9.914549022
3,0,b,5,1,a,24RISERS 6 X 8,0,100000000,0.009868913
5,0,b,36,1,a,16RISERS 6 X 8,0,100000000,8.243907781
4,0,b,17,1,a,30 STAND-UP ROUNDS,0,100000000,2.989339929
6,0,b,15,1,a,30 COCKTAIL ROUNDS,0,100000000,8.934234288
26,0,b,28,1,a,24RISERS 6 X 8,0,100000000,2.462236408
35,0,b,10,1,a,16RISERS 6 X 8,0,100000000,7.446766752
32,0,b,22,1,a,16RISERS 6 X 8,0,100000000,3.108731509
24,0,b,8,1,a,30 STAND-UP ROUNDS,0,100000000,1.096063557
36,0,b,31,1,a,66 ROUND TABLES,0,100000000,7.306200356
4,0,b,3,1,a,30 STAND-UP ROUNDS,0,100000000,4.56526729
31,0,b,27,1,a,6 X 30 TABLES,0,100000000,2.542679729
31,0,b,15,1,a,24RISERS 6 X 8,0,100000000,3.335193216
35,0,b,20,1,a,MEETING ROOM CHAIRS,0,100000000,6.010155147
12,0,b,22,1,a,30 STAND-UP ROUNDS,0,100000000,7.249627702
6,0,b,33,1,a,6 X 18 TABLES,0,100000000,9.643511418
12,0,b,11,1,a,8 X 18 TABLES,0,100000000,5.782838886
23,0,b,20,1,a,8 X 30 TABLES,0,100000000,3.791141855
35,0,b,27,1,a,66 ROUND TABLES,0,100000000,7.854416119
29,1,b,t,2,a,16RISERS 6 X 8,0,1000000000,0
